batavg,batsr,bowlavg,bowleco,bowlsr,ball_no,innings,runs
38.53,121.89,20.22,7.42,16.3,1.5,2,0
38.53,121.89,20.22,7.42,16.3,1.6,2,1
38.53,121.89,32,8.34,23,3.1,2,4
38.53,121.89,32,8.34,23,3.2,2,0
38.53,121.89,32,8.34,23,3.3,2,1
25,113.63,32,8.34,23,3.4,2,0
25,113.63,32,8.34,23,3.5,2,0
25,113.63,32,8.34,23,3.6,2,4
38.53,121.89,20.22,7.42,16.3,4.1,2,0
38.53,121.89,20.22,7.42,16.3,4.2,2,0
38.53,121.89,20.22,7.42,16.3,4.3,2,1
25,113.63,20.22,7.42,16.3,4.4,2,1
38.53,121.89,20.22,7.42,16.3,4.5,2,4
38.53,121.89,20.22,7.42,16.3,4.6,2,1
38.53,121.89,32,8.34,23,5.1,2,4
38.53,121.89,32,8.34,23,5.2,2,0
38.53,121.89,32,8.34,23,5.3,2,0
38.53,121.89,32,8.34,23,5.4,2,4
38.53,121.89,32,8.34,23,5.5,2,4
38.53,121.89,32,8.34,23,5.6,2,4
25,113.63,19.12,8.5,13.5,6.1,2,6
25,113.63,19.12,8.5,13.5,6.2,2,4
25,113.63,19.12,8.5,13.5,6.3,2,0
25,113.63,19.12,8.5,13.5,6.4,2,6
25,113.63,19.12,8.5,13.5,6.5,2,6
25,113.63,19.12,8.5,13.5,6.6,2,1
25,113.63,89,8.9,60,7.1,2,1
38.53,121.89,89,8.9,60,7.2,2,1
25,113.63,89,8.9,60,7.3,2,1
38.53,121.89,89,8.9,60,7.4,2,2
38.53,121.89,89,8.9,60,7.5,2,2
38.53,121.89,89,8.9,60,7.6,2,0
25,113.63,32,8.34,23,8.1,2,4
25,113.63,32,8.34,23,8.2,2,1
38.53,121.89,32,8.34,23,8.3,2,0
38.53,121.89,32,8.34,23,8.4,2,1
25,113.63,32,8.34,23,8.5,2,0
25,113.63,32,8.34,23,8.6,2,0
38.53,121.89,89,8.9,60,9.1,2,2
38.53,121.89,89,8.9,60,9.2,2,0
38.53,121.89,89,8.9,60,9.3,2,1
25,113.63,89,8.9,60,9.4,2,2
25,113.63,89,8.9,60,9.5,2,1
38.53,121.89,89,8.9,60,9.6,2,1
25,113.63,89,8.9,60,11.1,2,0
25,113.63,89,8.9,60,11.2,2,1
38.53,121.89,89,8.9,60,11.3,2,4
38.53,121.89,89,8.9,60,11.4,2,1
25,113.63,89,8.9,60,11.5,2,1
38.53,121.89,89,8.9,60,11.6,2,2
38.53,121.89,89,8.9,60,11.7,2,0
38.53,121.89,89,8.9,60,11.8,2,1
38.53,121.89,44.55,7.78,34.3,12.1,2,1
25,113.63,44.55,7.78,34.3,12.2,2,1
38.53,121.89,44.55,7.78,34.3,12.3,2,1
25,113.63,44.55,7.78,34.3,12.4,2,1
38.53,121.89,44.55,7.78,34.3,12.5,2,1
25,113.63,44.55,7.78,34.3,12.6,2,1
25,113.63,32,8.34,23,13.1,2,6
25,113.63,32,8.34,23,13.2,2,1
38.53,121.89,32,8.34,23,13.3,2,1
25,113.63,32,8.34,23,13.4,2,0
25,113.63,32,8.34,23,13.5,2,1
38.53,121.89,32,8.34,23,13.6,2,0
25,113.63,20.22,7.42,16.3,14.1,2,0
25,113.63,20.22,7.42,16.3,14.2,2,6
25,113.63,20.22,7.42,16.3,14.3,2,4
25,113.63,20.22,7.42,16.3,14.4,2,6
25,113.63,20.22,7.42,16.3,14.5,2,0
25,113.63,20.22,7.42,16.3,14.6,2,2
25,113.63,20.22,7.42,16.3,14.7,2,2
43.63,126.64,24.4,7.32,20,0.1,1,1
9,108,24.4,7.32,20,0.2,1,0
9,108,24.4,7.32,20,0.3,1,0
9,108,24.4,7.32,20,0.4,1,0
9,108,24.4,7.32,20,0.5,1,7
45,153.4,24.4,7.32,20,0.6,1,0
43.63,126.64,31.3,8.39,22.3,1.1,1,0
43.63,126.64,31.3,8.39,22.3,1.2,1,1
45,153.4,31.3,8.39,22.3,1.3,1,0
45,153.4,31.3,8.39,22.3,1.4,1,0
45,153.4,31.3,8.39,22.3,1.5,1,0
45,153.4,31.3,8.39,22.3,1.6,1,1
45,153.4,24.4,7.32,20,2.1,1,1
43.63,126.64,24.4,7.32,20,2.2,1,1
45,153.4,24.4,7.32,20,2.3,1,1
43.63,126.64,24.4,7.32,20,2.4,1,0
43.63,126.64,24.4,7.32,20,2.5,1,1
45,153.4,24.4,7.32,20,2.6,1,0
43.63,126.64,31.3,8.39,22.3,3.1,1,0
43.63,126.64,31.3,8.39,22.3,3.2,1,1
45,153.4,31.3,8.39,22.3,3.3,1,1
43.63,126.64,31.3,8.39,22.3,3.4,1,6
43.63,126.64,31.3,8.39,22.3,3.5,1,4
43.63,126.64,31.3,8.39,22.3,3.6,1,1
43.63,126.64,24.4,7.32,20,4.1,1,1
45,153.4,24.4,7.32,20,4.2,1,1
43.63,126.64,24.4,7.32,20,4.3,1,1
45,153.4,24.4,7.32,20,4.4,1,4
45,153.4,24.4,7.32,20,4.5,1,4
45,153.4,24.4,7.32,20,4.6,1,1
45,153.4,29.84,8.11,22,5.1,1,0
45,153.4,29.84,8.11,22,5.2,1,1
43.63,126.64,29.84,8.11,22,5.3,1,1
45,153.4,29.84,8.11,22,5.4,1,0
45,153.4,29.84,8.11,22,5.5,1,0
45,153.4,29.84,8.11,22,5.6,1,1
24.81,135.75,29.84,8.11,22,7.1,1,1
45,153.4,29.84,8.11,22,7.2,1,1
24.81,135.75,29.84,8.11,22,7.3,1,1
45,153.4,29.84,8.11,22,7.4,1,1
24.81,135.75,29.84,8.11,22,7.5,1,1
45,153.4,29.84,8.11,22,7.6,1,1
45,153.4,24.25,8.43,17.2,8.1,1,0
45,153.4,24.25,8.43,17.2,8.2,1,7
24.81,135.75,24.25,8.43,17.2,8.3,1,1
40.57,135.23,24.25,8.43,17.2,8.4,1,0
40.57,135.23,24.25,8.43,17.2,8.5,1,0
40.57,135.23,24.25,8.43,17.2,8.6,1,1
24.81,135.75,24.25,8.43,17.2,8.7,1,1
40.57,135.23,24.25,8.43,17.2,8.8,1,0
24.81,135.75,0,9.66,0,9.1,1,1
40.57,135.23,0,9.66,0,9.2,1,0
40.57,135.23,0,9.66,0,9.3,1,1
24.81,135.75,0,9.66,0,9.4,1,1
40.57,135.23,0,9.66,0,9.5,1,1
24.81,135.75,0,9.66,0,9.6,1,6
40.57,135.23,24.25,8.43,17.2,10.1,1,0
40.57,135.23,24.25,8.43,17.2,10.2,1,1
24.81,135.75,24.25,8.43,17.2,10.3,1,1
40.57,135.23,24.25,8.43,17.2,10.4,1,0
40.57,135.23,24.25,8.43,17.2,10.5,1,1
24.81,135.75,24.25,8.43,17.2,10.6,1,4
24.81,135.75,24.25,8.43,17.2,10.7,1,0
40.57,135.23,0,9.66,0,11.1,1,0
40.57,135.23,0,9.66,0,11.2,1,7
24.81,135.75,0,9.66,0,11.4,1,1
24.81,135.75,0,9.66,0,11.6,1,1
24.81,135.75,29.84,8.11,22,13.1,1,1
24.81,135.75,29.84,8.11,22,13.3,1,4
24.81,135.75,29.84,8.11,22,13.4,1,6
24.81,135.75,29.84,8.11,22,13.5,1,1
24.81,135.75,24.25,8.43,17.2,15.1,1,2
24.81,135.75,24.25,8.43,17.2,15.2,1,6
24.81,135.75,24.25,8.43,17.2,15.3,1,1
24.81,135.75,24.25,8.43,17.2,15.5,1,1
24.81,135.75,31.3,8.39,22.3,16.1,1,0
24.81,135.75,31.3,8.39,22.3,16.2,1,1
24.81,135.75,31.3,8.39,22.3,16.4,1,1
24.81,135.75,31.3,8.39,22.3,16.6,1,1
24.81,135.75,29.84,8.11,22,17.1,1,0
24.81,135.75,29.84,8.11,22,17.2,1,0
24.81,135.75,29.84,8.11,22,17.3,1,0
24.81,135.75,29.84,8.11,22,17.5,1,7
26.16,131.93,21,7.57,16.6,0.1,2,0
26.16,131.93,21,7.57,16.6,0.2,2,0
26.16,131.93,21,7.57,16.6,0.3,2,4
26.16,131.93,21,7.57,16.6,0.4,2,1
23,122.9,21,7.57,16.6,0.5,2,1
26.16,131.93,21,7.57,16.6,0.6,2,0
23,122.9,21,7.57,16.6,2.1,2,6
23,122.9,21,7.57,16.6,2.2,2,1
26.16,131.93,21,7.57,16.6,2.3,2,1
23,122.9,21,7.57,16.6,2.4,2,0
23,122.9,21,7.57,16.6,2.5,2,7
26.16,131.93,21,7.57,16.6,2.6,2,0
24.54,127.35,32.62,8.21,23.8,4.1,2,1
26.16,131.93,32.62,8.21,23.8,4.2,2,0
26.16,131.93,32.62,8.21,23.8,4.3,2,1
24.54,127.35,32.62,8.21,23.8,4.4,2,4
24.54,127.35,32.62,8.21,23.8,4.5,2,4
24.54,127.35,32.62,8.21,23.8,4.6,2,0
26.16,131.93,27.6,8.62,19.2,5.1,2,1
24.54,127.35,27.6,8.62,19.2,5.2,2,7
15.85,144.15,27.6,8.62,19.2,5.3,2,1
26.16,131.93,27.6,8.62,19.2,5.4,2,1
15.85,144.15,27.6,8.62,19.2,5.5,2,4
15.85,144.15,27.6,8.62,19.2,5.6,2,1
15.85,144.15,32.62,8.21,23.8,6.1,2,1
26.16,131.93,32.62,8.21,23.8,6.2,2,1
15.85,144.15,32.62,8.21,23.8,6.3,2,0
15.85,144.15,32.62,8.21,23.8,6.4,2,0
15.85,144.15,32.62,8.21,23.8,6.5,2,0
15.85,144.15,32.62,8.21,23.8,6.6,2,1
15.85,144.15,27.6,8.62,19.2,7.1,2,0
15.85,144.15,27.6,8.62,19.2,7.2,2,0
15.85,144.15,27.6,8.62,19.2,7.3,2,1
26.16,131.93,27.6,8.62,19.2,7.4,2,1
15.85,144.15,27.6,8.62,19.2,7.5,2,1
26.16,131.93,27.6,8.62,19.2,7.6,2,0
26.16,131.93,40.66,7.17,34,9.1,2,1
15.85,144.15,40.66,7.17,34,9.2,2,1
26.16,131.93,40.66,7.17,34,9.3,2,1
15.85,144.15,40.66,7.17,34,9.4,2,1
26.16,131.93,40.66,7.17,34,9.5,2,1
15.85,144.15,40.66,7.17,34,9.6,2,2
15.85,144.15,27.6,8.62,19.2,11.1,2,7
19.88,144.35,27.6,8.62,19.2,11.2,2,1
16.1,122.9,27.6,8.62,19.2,11.3,2,1
19.88,144.35,27.6,8.62,19.2,11.4,2,1
16.1,122.9,27.6,8.62,19.2,11.5,2,0
16.1,122.9,27.6,8.62,19.2,11.6,2,0
16.1,122.9,40.66,7.17,34,13.1,2,1
19.88,144.35,40.66,7.17,34,13.2,2,4
19.88,144.35,40.66,7.17,34,13.3,2,0
16.1,122.9,40.66,7.17,34,13.4,2,0
16.1,122.9,40.66,7.17,34,13.5,2,0
16.1,122.9,40.66,7.17,34,13.6,2,6
16.1,122.9,40.66,7.17,34,13.7,2,0
19.88,144.35,32.62,8.21,23.8,14.1,2,0
19.88,144.35,32.62,8.21,23.8,14.2,2,4
19.88,144.35,32.62,8.21,23.8,14.3,2,1
16.1,122.9,32.62,8.21,23.8,14.4,2,1
19.88,144.35,32.62,8.21,23.8,14.5,2,0
19.88,144.35,32.62,8.21,23.8,14.6,2,6
16.1,122.9,27.6,8.62,19.2,15.1,2,1
19.88,144.35,27.6,8.62,19.2,15.2,2,6
19.88,144.35,27.6,8.62,19.2,15.3,2,6
19.88,144.35,27.6,8.62,19.2,15.4,2,0
19.88,144.35,27.6,8.62,19.2,15.5,2,1
16.1,122.9,27.6,8.62,19.2,15.6,2,1
19.88,144.35,21,7.57,16.6,17.1,2,1
16.1,122.9,21,7.57,16.6,17.2,2,2
16.1,122.9,21,7.57,16.6,17.3,2,0
16.1,122.9,21,7.57,16.6,17.4,2,6
16.1,122.9,21,7.57,16.6,17.5,2,2
16.1,122.9,21,7.57,16.6,17.6,2,1
16.1,122.9,32.62,8.21,23.8,18.1,2,0
16.1,122.9,32.62,8.21,23.8,18.2,2,4
16.1,122.9,32.62,8.21,23.8,18.3,2,0
16.1,122.9,32.62,8.21,23.8,18.4,2,0
16.1,122.9,32.62,8.21,23.8,18.5,2,1
19.88,144.35,32.62,8.21,23.8,18.6,2,0
19.88,144.35,32.62,8.21,23.8,18.7,2,1
22.7,151.33,33.7,7.71,26.2,0.1,1,1
13.76,133.58,33.7,7.71,26.2,0.2,1,4
13.76,133.58,33.7,7.71,26.2,0.3,1,0
13.76,133.58,33.7,7.71,26.2,0.4,1,4
13.76,133.58,33.7,7.71,26.2,0.5,1,0
13.76,133.58,33.7,7.71,26.2,0.6,1,1
13.76,133.58,23.69,7,20.3,1.1,1,4
13.76,133.58,23.69,7,20.3,1.2,1,0
13.76,133.58,23.69,7,20.3,1.3,1,0
22.7,151.33,23.69,7,20.3,1.4,1,4
22.7,151.33,23.69,7,20.3,1.5,1,0
22.7,151.33,23.69,7,20.3,1.6,1,0
22.7,151.33,23.69,7,20.3,3.1,1,0
22.7,151.33,23.69,7,20.3,3.2,1,7
0,0,23.69,7,20.3,3.3,1,0
0,0,23.69,7,20.3,3.4,1,0
0,0,23.69,7,20.3,3.5,1,0
0,0,23.69,7,20.3,3.6,1,4
13.76,133.58,63.5,8.46,45,4.1,1,0
13.76,133.58,63.5,8.46,45,4.2,1,0
13.76,133.58,63.5,8.46,45,4.3,1,0
13.76,133.58,63.5,8.46,45,4.4,1,0
13.76,133.58,63.5,8.46,45,4.5,1,1
0,0,63.5,8.46,45,4.6,1,0
0,0,63.5,8.46,45,4.7,1,0
13.76,133.58,63.5,8.46,45,6.1,1,1
0,131.25,63.5,8.46,45,6.2,1,1
13.76,133.58,63.5,8.46,45,6.3,1,0
13.76,133.58,63.5,8.46,45,6.4,1,0
13.76,133.58,63.5,8.46,45,6.5,1,1
0,131.25,63.5,8.46,45,6.6,1,1
0,131.25,26.46,7.47,21.2,7.1,1,0
0,131.25,26.46,7.47,21.2,7.2,1,1
13.76,133.58,26.46,7.47,21.2,7.3,1,1
0,131.25,26.46,7.47,21.2,7.4,1,6
0,131.25,26.46,7.47,21.2,7.5,1,0
0,131.25,26.46,7.47,21.2,7.6,1,0
13.76,133.58,63.5,8.46,45,8.1,1,1
0,131.25,63.5,8.46,45,8.2,1,0
0,131.25,63.5,8.46,45,8.3,1,1
13.76,133.58,63.5,8.46,45,8.4,1,7
15.75,161.53,63.5,8.46,45,8.5,1,0
15.75,161.53,63.5,8.46,45,8.6,1,0
0,131.25,33.7,7.71,26.2,9.1,1,1
15.75,161.53,33.7,7.71,26.2,9.2,1,2
15.75,161.53,33.7,7.71,26.2,9.3,1,1
0,131.25,33.7,7.71,26.2,9.4,1,1
15.75,161.53,33.7,7.71,26.2,9.5,1,0
15.75,161.53,33.7,7.71,26.2,9.6,1,1
15.75,161.53,63.5,8.46,45,10.1,1,1
0,131.25,63.5,8.46,45,10.2,1,1
15.75,161.53,63.5,8.46,45,10.3,1,1
0,131.25,63.5,8.46,45,10.4,1,0
0,131.25,63.5,8.46,45,10.5,1,1
15.75,161.53,63.5,8.46,45,10.6,1,1
0,131.25,26.46,7.47,21.2,12.1,1,2
0,131.25,26.46,7.47,21.2,12.2,1,6
0,131.25,26.46,7.47,21.2,12.3,1,4
0,131.25,26.46,7.47,21.2,12.4,1,4
0,131.25,26.46,7.47,21.2,12.5,1,2
0,131.25,26.46,7.47,21.2,12.6,1,6
15.75,161.53,27,8.15,19.8,13.1,1,0
15.75,161.53,27,8.15,19.8,13.2,1,1
0,131.25,27,8.15,19.8,13.3,1,4
0,131.25,27,8.15,19.8,13.4,1,6
0,131.25,27,8.15,19.8,13.5,1,2
0,131.25,27,8.15,19.8,13.6,1,1
15.75,161.53,27,8.15,19.8,13.7,1,1
15.75,161.53,33.7,7.71,26.2,14.1,1,0
15.75,161.53,33.7,7.71,26.2,14.2,1,1
0,131.25,33.7,7.71,26.2,14.3,1,0
0,131.25,33.7,7.71,26.2,14.4,1,0
0,131.25,33.7,7.71,26.2,14.5,1,4
0,131.25,33.7,7.71,26.2,14.6,1,1
15.75,161.53,33.7,7.71,26.2,14.7,1,7
0,131.25,27,8.15,19.8,15.2,1,1
0,131.25,27,8.15,19.8,15.4,1,0
0,131.25,27,8.15,19.8,15.5,1,4
0,131.25,27,8.15,19.8,15.6,1,6
0,131.25,33.7,7.71,26.2,16.2,1,1
0,131.25,33.7,7.71,26.2,16.5,1,0
0,131.25,33.7,7.71,26.2,16.6,1,7
0,137.03,23.69,7,20.3,17.1,1,0
0,137.03,23.69,7,20.3,17.2,1,1
28.5,96.61,23.69,7,20.3,17.3,1,0
28.5,96.61,23.69,7,20.3,17.4,1,0
28.5,96.61,23.69,7,20.3,17.5,1,1
0,137.03,23.69,7,20.3,17.6,1,0
0,137.03,23.69,7,20.3,19.1,1,1
28.5,96.61,23.69,7,20.3,19.2,1,6
28.5,96.61,23.69,7,20.3,19.3,1,7
22,137.5,19.09,8.15,14,1.1,2,0
22,137.5,19.09,8.15,14,1.2,2,0
22,137.5,19.09,8.15,14,1.3,2,1
4,53.33,19.09,8.15,14,1.4,2,1
22,137.5,19.09,8.15,14,1.5,2,1
4,53.33,19.09,8.15,14,1.6,2,1
22,137.5,35.5,8.52,25,3.1,2,1
4,53.33,35.5,8.52,25,3.2,2,4
4,53.33,35.5,8.52,25,3.3,2,2
4,53.33,35.5,8.52,25,3.4,2,1
22,137.5,35.5,8.52,25,3.5,2,2
22,137.5,35.5,8.52,25,3.6,2,1
26.45,112.35,19.09,8.15,14,6.1,2,1
22,137.5,19.09,8.15,14,6.2,2,1
26.45,112.35,19.09,8.15,14,6.3,2,0
26.45,112.35,19.09,8.15,14,6.4,2,1
22,137.5,19.09,8.15,14,6.5,2,6
22,137.5,19.09,8.15,14,6.6,2,1
22,137.5,35.5,8.52,25,7.1,2,1
26.45,112.35,35.5,8.52,25,7.2,2,1
22,137.5,35.5,8.52,25,7.3,2,7
26.45,112.35,35.5,8.52,25,7.4,2,1
24.75,130.26,35.5,8.52,25,7.5,2,6
24.75,130.26,35.5,8.52,25,7.6,2,0
24.75,130.26,35.5,8.52,25,7.7,2,0
24.75,130.26,35.5,8.52,25,7.8,2,1
24.75,130.26,19.09,8.15,14,8.1,2,0
24.75,130.26,19.09,8.15,14,8.2,2,1
26.45,112.35,19.09,8.15,14,8.3,2,0
24.75,130.26,19.09,8.15,14,8.4,2,2
24.75,130.26,19.09,8.15,14,8.5,2,0
24.75,130.26,19.09,8.15,14,8.6,2,1
65,178.89,24.25,8.58,16.9,11.1,2,1
24.75,130.26,24.25,8.58,16.9,11.2,2,0
24.75,130.26,24.25,8.58,16.9,11.3,2,6
24.75,130.26,24.25,8.58,16.9,11.4,2,0
24.75,130.26,24.25,8.58,16.9,11.5,2,1
65,178.89,24.25,8.58,16.9,11.6,2,1
65,178.89,35.5,8.52,25,12.1,2,1
24.75,130.26,35.5,8.52,25,12.2,2,4
24.75,130.26,35.5,8.52,25,12.3,2,6
24.75,130.26,35.5,8.52,25,12.4,2,0
24.75,130.26,35.5,8.52,25,12.5,2,0
24.75,130.26,35.5,8.52,25,12.6,2,1
65,178.89,35.5,8.52,25,12.7,2,7
24.75,130.26,24.25,8.58,16.9,13.1,2,2
24.75,130.26,24.25,8.58,16.9,13.2,2,1
13.83,218.42,24.25,8.58,16.9,13.3,2,0
13.83,218.42,24.25,8.58,16.9,13.4,2,0
13.83,218.42,24.25,8.58,16.9,13.5,2,1
24.75,130.26,24.25,8.58,16.9,13.6,2,1
24.75,130.26,19.09,8.15,14,14.1,2,0
24.75,130.26,19.09,8.15,14,14.2,2,0
24.75,130.26,19.09,8.15,14,14.3,2,1
13.83,218.42,19.09,8.15,14,14.4,2,0
13.83,218.42,19.09,8.15,14,14.5,2,7
2,28.57,24.25,8.58,16.9,16.3,2,0
2,28.57,24.25,8.58,16.9,16.4,2,0
2,28.57,24.25,8.58,16.9,16.5,2,1
24.75,130.26,24.25,8.58,16.9,16.6,2,0
2,28.57,24.25,8.58,16.9,18.1,2,0
2,28.57,24.25,8.58,16.9,18.2,2,1
24.75,130.26,24.25,8.58,16.9,18.3,2,1
2,28.57,24.25,8.58,16.9,18.4,2,0
2,28.57,24.25,8.58,16.9,18.5,2,0
2,28.57,24.25,8.58,16.9,18.6,2,0
24.75,130.26,84,9.33,54,19.1,2,7
0,20,84,9.33,54,19.2,2,0
0,20,84,9.33,54,19.3,2,7
2,28.57,84,9.33,54,19.4,2,1
3,46.15,84,9.33,54,19.5,2,1
2,28.57,84,9.33,54,19.6,2,1
22.12,135.11,40.33,8.64,28,0.4,1,0
22.12,135.11,40.33,8.64,28,0.5,1,1
22.12,135.11,21.3,7.42,17.2,1.6,1,1
22.12,135.11,40.33,8.64,28,2.1,1,1
22.12,135.11,22.11,7.65,17.3,3.4,1,0
22.12,135.11,22.11,7.65,17.3,3.5,1,0
22.12,135.11,12.41,6.02,12.38,4.2,1,0
22.12,135.11,12.41,6.02,12.38,4.3,1,2
22.12,135.11,12.41,6.02,12.38,4.4,1,0
22.12,135.11,12.41,6.02,12.38,4.5,1,7
28.5,127.88,12.41,6.02,12.38,4.6,1,0
39.3,131.43,21.3,7.42,17.2,5.3,1,0
39.3,131.43,21.3,7.42,17.2,5.4,1,0
28.5,127.88,21.3,7.42,17.2,5.5,1,1
39.3,131.43,21.3,7.42,17.2,5.6,1,1
39.3,131.43,12.41,6.02,12.38,6.1,1,2
39.3,131.43,12.41,6.02,12.38,6.2,1,7
25.76,125.93,12.41,6.02,12.38,6.3,1,1
28.5,127.88,12.41,6.02,12.38,6.4,1,1
25.76,125.93,12.41,6.02,12.38,6.5,1,1
28.5,127.88,12.41,6.02,12.38,6.6,1,1
28.5,127.88,22.11,7.65,17.3,7.1,1,1
25.76,125.93,22.11,7.65,17.3,7.2,1,4
25.76,125.93,22.11,7.65,17.3,7.3,1,2
25.76,125.93,22.11,7.65,17.3,7.4,1,0
25.76,125.93,22.11,7.65,17.3,7.5,1,1
28.5,127.88,22.11,7.65,17.3,7.6,1,0
25.76,125.93,12.41,6.02,12.38,8.1,1,0
25.76,125.93,12.41,6.02,12.38,8.2,1,0
25.76,125.93,12.41,6.02,12.38,8.3,1,1
28.5,127.88,12.41,6.02,12.38,8.4,1,1
25.76,125.93,12.41,6.02,12.38,8.5,1,1
28.5,127.88,12.41,6.02,12.38,8.6,1,7
25.76,125.93,40.33,8.64,28,9.1,1,0
25.76,125.93,40.33,8.64,28,9.2,1,1
29.45,146.6,40.33,8.64,28,9.3,1,1
25.76,125.93,40.33,8.64,28,9.4,1,1
29.45,146.6,40.33,8.64,28,9.5,1,0
29.45,146.6,40.33,8.64,28,9.6,1,0
25.76,125.93,16,7.16,13.4,10.1,1,1
29.45,146.6,16,7.16,13.4,10.2,1,1
25.76,125.93,16,7.16,13.4,10.3,1,1
29.45,146.6,16,7.16,13.4,10.4,1,0
29.45,146.6,16,7.16,13.4,10.5,1,4
29.45,146.6,16,7.16,13.4,10.6,1,1
29.45,146.6,12.41,6.02,12.38,11.1,1,2
29.45,146.6,12.41,6.02,12.38,11.2,1,0
29.45,146.6,12.41,6.02,12.38,11.3,1,0
29.45,146.6,12.41,6.02,12.38,11.4,1,1
25.76,125.93,12.41,6.02,12.38,11.5,1,4
25.76,125.93,12.41,6.02,12.38,11.6,1,0
29.45,146.6,34.58,7.98,26,12.1,1,4
29.45,146.6,34.58,7.98,26,12.2,1,4
29.45,146.6,34.58,7.98,26,12.3,1,1
25.76,125.93,34.58,7.98,26,12.4,1,1
29.45,146.6,34.58,7.98,26,12.5,1,1
25.76,125.93,34.58,7.98,26,12.6,1,1
25.76,125.93,22.11,7.65,17.3,13.1,1,1
29.45,146.6,22.11,7.65,17.3,13.2,1,0
29.45,146.6,22.11,7.65,17.3,13.3,1,0
29.45,146.6,22.11,7.65,17.3,13.4,1,1
25.76,125.93,22.11,7.65,17.3,13.5,1,1
29.45,146.6,22.11,7.65,17.3,13.6,1,6
25.76,125.93,40.33,8.64,28,14.1,1,1
29.45,146.6,40.33,8.64,28,14.2,1,1
25.76,125.93,40.33,8.64,28,14.3,1,1
29.45,146.6,40.33,8.64,28,14.4,1,1
25.76,125.93,40.33,8.64,28,14.5,1,1
29.45,146.6,40.33,8.64,28,14.6,1,1
29.45,146.6,16,7.16,13.4,15.1,1,1
25.76,125.93,16,7.16,13.4,15.2,1,1
29.45,146.6,16,7.16,13.4,15.3,1,4
29.45,146.6,16,7.16,13.4,15.4,1,1
25.76,125.93,16,7.16,13.4,15.5,1,0
25.76,125.93,16,7.16,13.4,15.6,1,1
25.76,125.93,21.3,7.42,17.2,16.1,1,1
29.45,146.6,21.3,7.42,17.2,16.2,1,1
25.76,125.93,21.3,7.42,17.2,16.3,1,1
29.45,146.6,21.3,7.42,17.2,16.4,1,7
25.76,125.93,21.3,7.42,17.2,16.5,1,0
25.76,125.93,21.3,7.42,17.2,16.6,1,0
13.5,168.75,22.11,7.65,17.3,17.1,1,1
25.76,125.93,22.11,7.65,17.3,17.2,1,7
6,92.3,22.11,7.65,17.3,17.3,1,1
13.5,168.75,22.11,7.65,17.3,17.4,1,7
6,92.3,22.11,7.65,17.3,17.6,1,1
6,92.3,16,7.16,13.4,18.1,1,1
6,92.3,16,7.16,13.4,18.3,1,1
6,92.3,21.3,7.42,17.2,19.1,1,1
6,92.3,21.3,7.42,17.2,19.3,1,1
6,92.3,21.3,7.42,17.2,19.5,1,1
60.57,151.42,0,8.2,0,0.1,2,0
60.57,151.42,0,8.2,0,0.2,2,1
38.53,116.78,0,8.2,0,0.3,2,1
60.57,151.42,0,8.2,0,0.4,2,1
38.53,116.78,0,8.2,0,0.5,2,0
38.53,116.78,0,8.2,0,0.6,2,0
60.57,151.42,44.55,7.78,34.3,1.1,2,4
60.57,151.42,44.55,7.78,34.3,1.2,2,1
38.53,116.78,44.55,7.78,34.3,1.3,2,0
38.53,116.78,44.55,7.78,34.3,1.4,2,0
38.53,116.78,44.55,7.78,34.3,1.5,2,1
60.57,151.42,44.55,7.78,34.3,1.6,2,2
38.53,116.78,0,8.2,0,2.1,2,6
38.53,116.78,0,8.2,0,2.2,2,1
60.57,151.42,0,8.2,0,2.3,2,0
60.57,151.42,0,8.2,0,2.4,2,6
60.57,151.42,0,8.2,0,2.5,2,2
60.57,151.42,0,8.2,0,2.6,2,6
38.53,116.78,44.55,7.78,34.3,3.1,2,7
15.16,115.18,44.55,7.78,34.3,3.2,2,0
15.16,115.18,44.55,7.78,34.3,3.3,2,0
15.16,115.18,44.55,7.78,34.3,3.4,2,4
15.16,115.18,44.55,7.78,34.3,3.5,2,2
15.16,115.18,44.55,7.78,34.3,3.6,2,2
15.16,115.18,20.22,7.42,16.3,5.1,2,0
15.16,115.18,20.22,7.42,16.3,5.2,2,1
60.57,151.42,20.22,7.42,16.3,5.3,2,1
15.16,115.18,20.22,7.42,16.3,5.4,2,4
15.16,115.18,20.22,7.42,16.3,5.5,2,4
15.16,115.18,20.22,7.42,16.3,5.6,2,1
15.16,115.18,32,8.34,23,6.1,2,0
15.16,115.18,32,8.34,23,6.2,2,4
15.16,115.18,32,8.34,23,6.3,2,0
15.16,115.18,32,8.34,23,6.4,2,2
15.16,115.18,32,8.34,23,6.5,2,0
15.16,115.18,32,8.34,23,6.6,2,0
15.16,115.18,32,8.34,23,6.7,2,1
15.16,115.18,32,8.34,23,8.1,2,0
15.16,115.18,32,8.34,23,8.2,2,1
60.57,151.42,32,8.34,23,8.3,2,1
15.16,115.18,32,8.34,23,8.4,2,1
60.57,151.42,32,8.34,23,8.5,2,0
60.57,151.42,32,8.34,23,8.6,2,1
15.16,115.18,32,8.34,23,10.1,2,2
15.16,115.18,32,8.34,23,10.2,2,1
60.57,151.42,32,8.34,23,10.3,2,1
15.16,115.18,32,8.34,23,10.4,2,0
15.16,115.18,32,8.34,23,10.5,2,4
15.16,115.18,32,8.34,23,10.6,2,4
60.57,151.42,20.22,7.42,16.3,13.1,2,1
